0,"The film is directed by Joe Johnston , with a screenplay by Andrew Kevin Walker and David Self , and creature make-up effects by Rick Baker and stars Benicio del Toro , Anthony Hopkins , Emily Blunt , Hugo Weaving , and Geraldine Chaplin ."
1,Hawaii  (  [ langpronaudio = en-us-Hawaii .
2,"Considered to be Fitzgerald 's magnum opus , The Great Gatsby explores themes of decadence , idealism , resistance to change , social upheaval , and excess , creating a portrait of the Jazz Age or the Roaring Twenties that has been described as a cautionary tale regarding the American Dream ."
3,"They incorporated Google as a privately held company on September 4 , 1998 ."
4,"Stanley Kubrick  (  [ ˈkuːbrɪk ]  July 26 , 1928 -- March 7 , 1999 )  was an American film director , screenwriter , producer , cinematographer , editor , and photographer ."
5,It caused about 8.8 million deaths  ( 15.7 % )  of human deaths .
6,"It was adapted for the British television network ITV in 1996 , directed by Diarmuid Lawrence and dramatised by Andrew Davies , the same year as Miramax 's film adaptation of Emma starring Gwyneth Paltrow ."
7,"The novels chronicle the life of a young wizard , Harry Potter , and his friends Hermione Granger and Ron Weasley , all of whom are students at Hogwarts School of Witchcraft and Wizardry ."
8,"The Twelfth Doctor is an incarnation of the Doctor , the protagonist of the BBC science fiction television programme Doctor Who ."
9,"Ready Player One is a 2011 dystopian science-fiction novel , and the debut novel by Ernest Cline ."
10,The original music score is by Miklós Rózsa .
11,Beijing  ( formerly romanised as Peking )  is the capital of the People 's Republic of China and the world 's third most populous city proper .
12,"John Fante  ( April 8 , 1909 -- May 8 , 1983 )  was an Italian-American novelist , short story writer and screenwriter ."
13,Led Zeppelin were an English rock band formed in London in 1968 .
14,"In 2008 , he was named to the MIT Technology Review TR35 as one of the top 35 innovators in the world under the age of 35 ."
15,"Underworld is a series of action horror films directed by Len Wiseman , Patrick Tatopoulos , Måns Mårlind , Björn Stein and Anna Foerster ."
16,"The film is directed by James Mangold , who co-wrote the screenplay with Scott Frank and Michael Green , from a story by Mangold ."
17,"is a 1986 American teen tragicomedy film directed by David Seltzer and starring Corey Haim , Kerri Green , Charlie Sheen and Courtney Thorne-Smith ."
18,"Goliyon Ki Raasleela Ram-Leela  ( English : A Play of Bullets Ram-Leela )  , or simply Ram-Leela , is a 2013 Indian crime drama film co written , co edited , co produced , composed and directed by Sanjay Leela Bhansali ."
19,"Floyd Joy Mayweather Jr.  ( born Floyd Joy Sinclair ; February 24 , 1977 )  is an American former professional boxer who competed from 1996 to 2015 , and currently works as a boxing promoter ."
20,"Abigail Kathleen Breslin  ( born April 14 , 1996 )  is an American actress and singer ."
21,"The Hermetic Order of the Golden Dawn  ( Ordo Hermeticus Aurorae Aureae or , more commonly , The Golden Dawn  ( Aurora Aurea )  )  was an organization devoted to the study and practice of the occult , metaphysics , and paranormal activities during the late 19th and early 20th centuries ."
22,"It was considered more daring than On the 6 , including more explicit language and provocative lyrics about sex ; it also deals with themes of empowerment and relationships ."
23,"The series has received 38 Primetime Emmy Awards , including Outstanding Drama Series in 2015 and 2016 , more than any other primetime scripted television series ."
24,"Love continued to work as an actress into the early 2000s , appearing in big-budget pictures such as Man on the Moon  ( 1999 )  and Trapped  ( 2002 )  , before releasing her first solo album , America 's Sweetheart , in 2004 ."
25,"It stars Brie Larson as a woman who has been held captive for seven years , and whose 5-year-old son  ( Jacob Tremblay )  was born in captivity ."
26,"According to four federal government investigations and one municipal investigation , These were investigations by : the Federal Bureau of Investigation  ( 1963 )  , the Warren Commission  ( 1964 )  , the House Select Committee on Assassinations  ( 1979 )  , the Secret Service , and the Dallas Police Department ."
27,The 2011 FIFA U-20 World Cup was the 18th FIFA U-20 World Cup .
28,"Long Road Out of Eden is the seventh studio album by American rock band the Eagles , released in 2007 on Lost Highway Records ."
29,The Hunger Games is a 2012 American dystopian science fiction adventure film directed by Gary Ross and based on the novel of the same name by Suzanne Collins .
30,"The film stars Macaulay Culkin as Kevin McCallister , a boy who is mistakenly left behind when his family flies to Paris for their Christmas vacation ."
31,"James Vernon Taylor  ( born March 12 , 1948 )  is an American singer-songwriter and guitarist ."
32,Leicester became the last team to win the League Cup at the original Wembley Stadium .
33,"Cage Warriors Fighting Championship or CWFC is a mixed martial arts promotion , based in London ."
